Area,Year,Age,ISOCode,Population
Bahrain,2000,65+,48,16.3
Bahrain,2005,65+,48,19.9
Bahrain,2010,65+,48,25.8
Bahrain,2015,65+,48,31.9
Bangladesh,1970,65+,50,1785.4
Bangladesh,1975,65+,50,2153.5
Bangladesh,1980,65+,50,2484
Bangladesh,1985,65+,50,2786.8
Bangladesh,1990,65+,50,3302.8
Bangladesh,1995,65+,50,3982.1
Bangladesh,2000,65+,50,5019.9
Bangladesh,2005,65+,50,6079.1
Bangladesh,2010,65+,50,7105.2
Bangladesh,2015,65+,50,8121.6
Barbados,1970,65+,52,19.7
Barbados,1975,65+,52,24.4
Barbados,1980,65+,52,26.5
Barbados,1985,65+,52,26.5
Barbados,1990,65+,52,26.3
Barbados,1995,65+,52,28.3
Barbados,2000,65+,52,31.1
Barbados,2005,65+,52,32.1
Barbados,2010,65+,52,34.9
Barbados,2015,65+,52,40.3
Belarus,1970,65+,112,811.7
Belarus,1975,65+,112,934.6
Belarus,1980,65+,112,1038
Belarus,1985,65+,112,995.9
Belarus,1990,65+,112,1092.5
Belarus,1995,65+,112,1262.3
Belarus,2000,65+,112,1340.6
Belarus,2005,65+,112,1417.8
Belarus,2010,65+,112,1324.9
Belarus,2015,65+,112,1359.8
Belgium,1970,65+,56,1295
Belgium,1975,65+,56,1372.3
Belgium,1980,65+,56,1424.4
Belgium,1985,65+,56,1353.8
Belgium,1990,65+,56,1502.6
Belgium,1995,65+,56,1626.6
Belgium,2000,65+,56,1737.6
Belgium,2005,65+,56,1813.8
Belgium,2010,65+,56,1877.4
Belgium,2015,65+,56,2047.9
Belize,1970,65+,84,5.2
Belize,1975,65+,84,6.1
Belize,1980,65+,84,6.5
Belize,1985,65+,84,6.9
Belize,1990,65+,84,7.7
Belize,1995,65+,84,9.4
Belize,2000,65+,84,9.7
Belize,2005,65+,84,9.5
Belize,2010,65+,84,12.3
Belize,2015,65+,84,13.5
Benin,1970,65+,204,126.7
Benin,1975,65+,204,135.7
Benin,1980,65+,204,144.8
Benin,1985,65+,204,153.8
Benin,1990,65+,204,166.8
Benin,1995,65+,204,185.5
Benin,2000,65+,204,202.1
Benin,2005,65+,204,229.8
Benin,2010,65+,204,273.9
Benin,2015,65+,204,341.4
Bhutan,1970,65+,64,6.9
Bhutan,1975,65+,64,8.4
Bhutan,1980,65+,64,10.4
Bhutan,1985,65+,64,12.8
Bhutan,1990,65+,64,15.9
Bhutan,1995,65+,64,17.2
Bhutan,2000,65+,64,21.6
Bhutan,2005,65+,64,26.5
Bhutan,2010,65+,64,30.4
Bhutan,2015,65+,64,36.9
Bolivia (Plurinational State of),1970,65+,68,173.1
Bolivia (Plurinational State of),1975,65+,68,185.6
Bolivia (Plurinational State of),1980,65+,68,212.4
Bolivia (Plurinational State of),1985,65+,68,249.7
Bolivia (Plurinational State of),1990,65+,68,302.1
Bolivia (Plurinational State of),1995,65+,68,362.7
Bolivia (Plurinational State of),2000,65+,68,422.3
Bolivia (Plurinational State of),2005,65+,68,491.9
Bolivia (Plurinational State of),2010,65+,68,590.3
Bolivia (Plurinational State of),2015,65+,68,693.4
Bosnia and Herzegovina,1970,65+,70,178.4
Bosnia and Herzegovina,1975,65+,70,221.7
Bosnia and Herzegovina,1980,65+,70,246.2
Bosnia and Herzegovina,1985,65+,70,242.5
Bosnia and Herzegovina,1990,65+,70,287.8
Bosnia and Herzegovina,1995,65+,70,335.9
Bosnia and Herzegovina,2000,65+,70,415.5
Bosnia and Herzegovina,2005,65+,70,503.3
Bosnia and Herzegovina,2010,65+,70,517
Bosnia and Herzegovina,2015,65+,70,555.8
Botswana,1970,65+,72,22.2
Botswana,1975,65+,72,23.1
Botswana,1980,65+,72,24.6
Botswana,1985,65+,72,28.8
Botswana,1990,65+,72,36.2
Botswana,1995,65+,72,42.8
Botswana,2000,65+,72,50.9
Botswana,2005,65+,72,59.7
Botswana,2010,65+,72,70.1
Botswana,2015,65+,72,82.3
Brazil,1970,65+,76,3283.7
Brazil,1975,65+,76,3904.6
Brazil,1980,65+,76,4561.7
Brazil,1985,65+,76,5192
Brazil,1990,65+,76,6038.8
Brazil,1995,65+,76,7293.6
Brazil,2000,65+,76,8879.4
Brazil,2005,65+,76,11041
Brazil,2010,65+,76,13259.8
Brazil,2015,65+,76,16395.5
Brunei Darussalam,1970,65+,96,4.6
Brunei Darussalam,1975,65+,96,5.7
Brunei Darussalam,1980,65+,96,5.5
Brunei Darussalam,1985,65+,96,6.3
Brunei Darussalam,1990,65+,96,6.8
Brunei Darussalam,1995,65+,96,7.9
Brunei Darussalam,2000,65+,96,8
Brunei Darussalam,2005,65+,96,10.9
Brunei Darussalam,2010,65+,96,13.2
Brunei Darussalam,2015,65+,96,17.1
Bulgaria,1970,65+,100,819.2
Bulgaria,1975,65+,100,953.2
Bulgaria,1980,65+,100,1055.2
Bulgaria,1985,65+,100,1019.3
Bulgaria,1990,65+,100,1160.8
Bulgaria,1995,65+,100,1263.3
Bulgaria,2000,65+,100,1326.6
Bulgaria,2005,65+,100,1338.2
Bulgaria,2010,65+,100,1355
Bulgaria,2015,65+,100,1441
Burkina Faso,1970,65+,854,155.7
Burkina Faso,1975,65+,854,183.6
Burkina Faso,1980,65+,854,216.8
Burkina Faso,1985,65+,854,257.2
Burkina Faso,1990,65+,854,289.3
Burkina Faso,1995,65+,854,308
Burkina Faso,2000,65+,854,320.9
Burkina Faso,2005,65+,854,344.4
Burkina Faso,2010,65+,854,385.1
Burkina Faso,2015,65+,854,436.1
Burundi,1970,65+,108,103.7
Burundi,1975,65+,108,121.1
Burundi,1980,65+,108,134.3
Burundi,1985,65+,108,150.4
Burundi,1990,65+,108,167.4
Burundi,1995,65+,108,177.3
Burundi,2000,65+,108,195.8
Burundi,2005,65+,108,217.8
Burundi,2010,65+,108,244.7
Burundi,2015,65+,108,255.2
Cambodia,1970,65+,116,179.8
Cambodia,1975,65+,116,197.3
Cambodia,1980,65+,116,182.1
Cambodia,1985,65+,116,218
Cambodia,1990,65+,116,261.3
Cambodia,1995,65+,116,324.3
Cambodia,2000,65+,116,375.8
Cambodia,2005,65+,116,451.1
Cambodia,2010,65+,116,536.1
Cambodia,2015,65+,116,639.2
Cameroon,1970,65+,120,248.8
Cameroon,1975,65+,120,285.4
Cameroon,1980,65+,120,327.9
Cameroon,1985,65+,120,374.7
Cameroon,1990,65+,120,425.7
Cameroon,1995,65+,120,481.1
Cameroon,2000,65+,120,539.8
Cameroon,2005,65+,120,600.6
Cameroon,2010,65+,120,643.4
Cameroon,2015,65+,120,722
Canada,1970,65+,124,1711.5
Canada,1975,65+,124,1960.1
Canada,1980,65+,124,2302.5
Canada,1985,65+,124,2644.9
Canada,1990,65+,124,3105.6
Canada,1995,65+,124,3497.6
Canada,2000,65+,124,3852.4
Canada,2005,65+,124,4228.1
Canada,2010,65+,124,4829.8
Canada,2015,65+,124,5805.1
Cape Verde,1970,65+,132,10.8
Cape Verde,1975,65+,132,13.4
Cape Verde,1980,65+,132,14.3
Cape Verde,1985,65+,132,14.6
Cape Verde,1990,65+,132,14.8
Cape Verde,1995,65+,132,17.9
Cape Verde,2000,65+,132,22.3
Cape Verde,2005,65+,132,27.1
Cape Verde,2010,65+,132,27.2
Cape Verde,2015,65+,132,23.8
Central African Republic,1970,65+,140,75
Central African Republic,1975,65+,140,83.3
Central African Republic,1980,65+,140,94
Central African Republic,1985,65+,140,105.7
Central African Republic,1990,65+,140,117.9
Central African Republic,1995,65+,140,132.5
Central African Republic,2000,65+,140,144.7
Central African Republic,2005,65+,140,155
Central African Republic,2010,65+,140,163.3
Central African Republic,2015,65+,140,166.4
Chad,1970,65+,148,135
Chad,1975,65+,148,148
Chad,1980,65+,148,157.8
Chad,1985,65+,148,171.7
Chad,1990,65+,148,192.4
Chad,1995,65+,148,213.1
Chad,2000,65+,148,238.9
Chad,2005,65+,148,272.4
Chad,2010,65+,148,305.4
Chad,2015,65+,148,345
Channel Islands,1970,65+,830,16.9
Channel Islands,1975,65+,830,18.2
Channel Islands,1980,65+,830,19.2
Channel Islands,1985,65+,830,19.9
Channel Islands,1990,65+,830,20.5
Channel Islands,1995,65+,830,20.9
Channel Islands,2000,65+,830,21.3
Channel Islands,2005,65+,830,23
Channel Islands,2010,65+,830,25.3
Channel Islands,2015,65+,830,28.4
Chile,1970,65+,152,520
Chile,1975,65+,152,594.9
Chile,1980,65+,152,667.5
Chile,1985,65+,152,750.5
Chile,1990,65+,152,853.1
Chile,1995,65+,152,1001.1
Chile,2000,65+,152,1177.9
Chile,2005,65+,152,1324
Chile,2010,65+,152,1569.7
Chile,2015,65+,152,1850.7
China,1970,65+,156,29604.2
China,1975,65+,156,36109.3
China,1980,65+,156,43935.5
China,1985,65+,156,53242.6
China,1990,65+,156,61678.5
China,1995,65+,156,71837.1
China,2000,65+,156,84462.5
China,2005,65+,156,97819.9
China,2010,65+,156,110576.6
China,2015,65+,156,135178.5
Colombia,1970,65+,170,742
Colombia,1975,65+,170,881.6
Colombia,1980,65+,170,1038.7
Colombia,1985,65+,170,1207.5
Colombia,1990,65+,170,1421.1
Colombia,1995,65+,170,1646.4
Colombia,2000,65+,170,1915.8
Colombia,2005,65+,170,2241.9
Colombia,2010,65+,170,2692.4
Colombia,2015,65+,170,3394.8
Comoros,1970,65+,174,6.8
Comoros,1975,65+,174,7.9
Comoros,1980,65+,174,9.7
Comoros,1985,65+,174,11.2
Comoros,1990,65+,174,12.7
Comoros,1995,65+,174,14.4
Comoros,2000,65+,174,16.1
Comoros,2005,65+,174,18
Comoros,2010,65+,174,19.9
Comoros,2015,65+,174,22.5
Congo,1970,65+,178,50.5
Congo,1975,65+,178,58.6
Congo,1980,65+,178,67.3
Congo,1985,65+,178,77.4
Congo,1990,65+,178,88.7
Congo,1995,65+,178,101
Congo,2000,65+,178,113.6
Congo,2005,65+,178,126.8
Congo,2010,65+,178,146.3
Congo,2015,65+,178,168.2
Costa Rica,1970,65+,188,62.2
Costa Rica,1975,65+,188,78.3
Costa Rica,1980,65+,188,97.1
Costa Rica,1985,65+,188,118.1
Costa Rica,1990,65+,188,145.5
Costa Rica,1995,65+,188,181.2
Costa Rica,2000,65+,188,223.7
Costa Rica,2005,65+,188,275.1
Costa Rica,2010,65+,188,339
Costa Rica,2015,65+,188,428
Cote d'Ivoire,1970,65+,384,130.4
Cote d'Ivoire,1975,65+,384,164.9
Cote d'Ivoire,1980,65+,384,208.8
Cote d'Ivoire,1985,65+,384,264
Cote d'Ivoire,1990,65+,384,330.8
Cote d'Ivoire,1995,65+,384,406.5
Cote d'Ivoire,2000,65+,384,467.2
Cote d'Ivoire,2005,65+,384,519.4
Cote d'Ivoire,2010,65+,384,599.8
Cote d'Ivoire,2015,65+,384,666.7
Croatia,1970,65+,191,413
Croatia,1975,65+,191,492.2
Croatia,1980,65+,191,533.6
Croatia,1985,65+,191,502.5
Croatia,1990,65+,191,552.9
Croatia,1995,65+,191,631.8
Croatia,2000,65+,191,689.3
Croatia,2005,65+,191,755.1
Croatia,2010,65+,191,757.1
Croatia,2015,65+,191,799.9
Cuba,1970,65+,192,509.6
Cuba,1975,65+,192,635.4
Cuba,1980,65+,192,762.7
Cuba,1985,65+,192,860.8
Cuba,1990,65+,192,936.2
Cuba,1995,65+,192,1005.5
Cuba,2000,65+,192,1096.5
Cuba,2005,65+,192,1235.8
Cuba,2010,65+,192,1415.2
Cuba,2015,65+,192,1593.8
Curaçao,1970,65+,531,7.4
Curaçao,1975,65+,531,8.5
Curaçao,1980,65+,531,8.9
Curaçao,1985,65+,531,9.8
Curaçao,1990,65+,531,11
Curaçao,1995,65+,531,12.4
Curaçao,2000,65+,531,13.6
Curaçao,2005,65+,531,15.7
Curaçao,2010,65+,531,19.5
Curaçao,2015,65+,531,24.5
Cyprus,1970,65+,196,61.8
Cyprus,1975,65+,196,63.2
Cyprus,1980,65+,196,64.1
Cyprus,1985,65+,196,69.3
Cyprus,1990,65+,196,75.9
Cyprus,1995,65+,196,86.5
Cyprus,2000,65+,196,96.5
Cyprus,2005,65+,196,110.6
Cyprus,2010,65+,196,127.7
Cyprus,2015,65+,196,149
Czech Republic,1970,65+,203,1190
Czech Republic,1975,65+,203,1317.3
Czech Republic,1980,65+,203,1402.8
Czech Republic,1985,65+,203,1206.6
Czech Republic,1990,65+,203,1306.8
Czech Republic,1995,65+,203,1361.4
Czech Republic,2000,65+,203,1410
Czech Republic,2005,65+,203,1431
Czech Republic,2010,65+,203,1616.3
Czech Republic,2015,65+,203,1908.1
Democratic People's Republic of Korea,1970,65+,408,457.1
Democratic People's Republic of Korea,1975,65+,408,528.3
Democratic People's Republic of Korea,1980,65+,408,621.6
Democratic People's Republic of Korea,1985,65+,408,733.9
Democratic People's Republic of Korea,1990,65+,408,880.6
Democratic People's Republic of Korea,1995,65+,408,1113.9
Democratic People's Republic of Korea,2000,65+,408,1351.8
Democratic People's Republic of Korea,2005,65+,408,1771.2
Democratic People's Republic of Korea,2010,65+,408,2150.6
Democratic People's Republic of Korea,2015,65+,408,2447.9
Democratic Republic of the Congo,1970,65+,180,568.7
Democratic Republic of the Congo,1975,65+,180,656.5
Democratic Republic of the Congo,1980,65+,180,763.6
Democratic Republic of the Congo,1985,65+,180,875
Democratic Republic of the Congo,1990,65+,180,1020
Democratic Republic of the Congo,1995,65+,180,1228.4
Democratic Republic of the Congo,2000,65+,180,1386.7
Democratic Republic of the Congo,2005,65+,180,1617.6
Democratic Republic of the Congo,2010,65+,180,1925.1
Democratic Republic of the Congo,2015,65+,180,2299.4
Denmark,1970,65+,208,606.3
Denmark,1975,65+,208,679
Denmark,1980,65+,208,739.7
Denmark,1985,65+,208,773.2
Denmark,1990,65+,208,803.3
Denmark,1995,65+,208,799.5
Denmark,2000,65+,208,793.7
Denmark,2005,65+,208,820.7
Denmark,2010,65+,208,924.9
Denmark,2015,65+,208,1083.6
Djibouti,1970,65+,262,3.8
Djibouti,1975,65+,262,5.5
Djibouti,1980,65+,262,8.4
Djibouti,1985,65+,262,10.7
Djibouti,1990,65+,262,15.3
Djibouti,1995,65+,262,17.7
Djibouti,2000,65+,262,21.6
Djibouti,2005,65+,262,25.9
Djibouti,2010,65+,262,31.1
Djibouti,2015,65+,262,38
Dominican Republic,1970,65+,214,120.8
Dominican Republic,1975,65+,214,146.3
Dominican Republic,1980,65+,214,178.6
Dominican Republic,1985,65+,214,221.7
Dominican Republic,1990,65+,214,281.8
Dominican Republic,1995,65+,214,356.4
Dominican Republic,2000,65+,214,439.5
Dominican Republic,2005,65+,214,524.8
Dominican Republic,2010,65+,214,601.2
Dominican Republic,2015,65+,214,700.4
Ecuador,1970,65+,218,260
Ecuador,1975,65+,218,286.8
Ecuador,1980,65+,218,328.8
Ecuador,1985,65+,218,373.3
Ecuador,1990,65+,218,433.3
Ecuador,1995,65+,218,518.7
Ecuador,2000,65+,218,630.8
Ecuador,2005,65+,218,761.3
Ecuador,2010,65+,218,911.6
Ecuador,2015,65+,218,1082.3
Egypt,1970,65+,818,1519.8
Egypt,1975,65+,818,1756.3
Egypt,1980,65+,818,2004.9
Egypt,1985,65+,818,2296.8
Egypt,1990,65+,818,2647.6
Egypt,1995,65+,818,3069.9
Egypt,2000,65+,818,3465.5
Egypt,2005,65+,818,3770.1
Egypt,2010,65+,818,4014.2
Egypt,2015,65+,818,4748.2
El Salvador,1970,65+,222,118.3
El Salvador,1975,65+,222,136.4
El Salvador,1980,65+,222,160.3
El Salvador,1985,65+,222,190.3
El Salvador,1990,65+,222,228.8
El Salvador,1995,65+,222,269.6
El Salvador,2000,65+,222,322.4
El Salvador,2005,65+,222,382.3
El Salvador,2010,65+,222,442.4
El Salvador,2015,65+,222,500.7
Equatorial Guinea,1970,65+,226,13.4
Equatorial Guinea,1975,65+,226,12.8
Equatorial Guinea,1980,65+,226,13.2
Equatorial Guinea,1985,65+,226,15.6
Equatorial Guinea,1990,65+,226,17
Equatorial Guinea,1995,65+,226,18.4
Equatorial Guinea,2000,65+,226,19.7
Equatorial Guinea,2005,65+,226,26.1
Equatorial Guinea,2010,65+,226,30.1
Equatorial Guinea,2015,65+,226,34
Eritrea,1970,65+,232,46.7
Eritrea,1975,65+,232,53.3
Eritrea,1980,65+,232,62.2
Eritrea,1985,65+,232,73.4
Eritrea,1990,65+,232,86.5
Eritrea,1995,65+,232,96
Eritrea,2000,65+,232,113.7
Eritrea,2005,65+,232,135.9
Eritrea,2010,65+,232,156.6
Eritrea,2015,65+,232,177.1
Estonia,1970,65+,233,160.3
Estonia,1975,65+,233,176
Estonia,1980,65+,233,184.6
Estonia,1985,65+,233,174.7
Estonia,1990,65+,233,182.6
Estonia,1995,65+,233,195
Estonia,2000,65+,233,210.2
Estonia,2005,65+,233,227.2
Estonia,2010,65+,233,233.4
Estonia,2015,65+,233,247.6
Ethiopia,1970,65+,231,767.8
Ethiopia,1975,65+,231,907.2
Ethiopia,1980,65+,231,1123
Ethiopia,1985,65+,231,1225.7
Ethiopia,1990,65+,231,1513.7
Ethiopia,1995,65+,231,1764.8
Ethiopia,2000,65+,231,2055.9
Ethiopia,2005,65+,231,2374.8
Ethiopia,2010,65+,231,2894.1
Ethiopia,2015,65+,231,3476
Fiji,1970,65+,242,11.7
Fiji,1975,65+,242,14.2
Fiji,1980,65+,242,16.2
Fiji,1985,65+,242,19.6
Fiji,1990,65+,242,21.4
Fiji,1995,65+,242,23.4
Fiji,2000,65+,242,27.9
Fiji,2005,65+,242,33.8
Fiji,2010,65+,242,41.5
Fiji,2015,65+,242,52
Finland,1970,65+,246,422
Finland,1975,65+,246,500.2
Finland,1980,65+,246,572.5
Finland,1985,65+,246,612.1
Finland,1990,65+,246,667.7
Finland,1995,65+,246,726.3
Finland,2000,65+,246,772.3
Finland,2005,65+,246,836.4
Finland,2010,65+,246,919.6
Finland,2015,65+,246,1110.9
France,1970,65+,250,6523.1
France,1975,65+,250,7108.1
France,1980,65+,250,7524.2
France,1985,65+,250,7029.8
France,1990,65+,250,7984.8
France,1995,65+,250,8797.5
France,2000,65+,250,9562.7
France,2005,65+,250,10184.9
France,2010,65+,250,10719
France,2015,65+,250,12207.2
French Guiana,1970,65+,254,2.5
French Guiana,1975,65+,254,2.7
French Guiana,1980,65+,254,3.3
French Guiana,1985,65+,254,3.8
French Guiana,1990,65+,254,4.2
French Guiana,1995,65+,254,5.2
French Guiana,2000,65+,254,6.1
French Guiana,2005,65+,254,7.1
French Guiana,2010,65+,254,9.9
French Guiana,2015,65+,254,12.9
French Polynesia,1970,65+,258,3
French Polynesia,1975,65+,258,3.9
French Polynesia,1980,65+,258,5
French Polynesia,1985,65+,258,5.2
French Polynesia,1990,65+,258,6.7
French Polynesia,1995,65+,258,7.7
French Polynesia,2000,65+,258,10.2
French Polynesia,2005,65+,258,12.9
French Polynesia,2010,65+,258,16.8
French Polynesia,2015,65+,258,20.1
Gabon,1970,65+,266,38
Gabon,1975,65+,266,41.1
Gabon,1980,65+,266,44.8
Gabon,1985,65+,266,50.4
Gabon,1990,65+,266,57
Gabon,1995,65+,266,64.8
Gabon,2000,65+,266,72.3
Gabon,2005,65+,266,77.8
Gabon,2010,65+,266,82.8
Gabon,2015,65+,266,87.1
Gambia,1970,65+,270,11.2
Gambia,1975,65+,270,14.6
Gambia,1980,65+,270,18.3
Gambia,1985,65+,270,21.5
Gambia,1990,65+,270,25.1
Gambia,1995,65+,270,29.4
Gambia,2000,65+,270,33.4
Gambia,2005,65+,270,36.5
Gambia,2010,65+,270,42.4
Gambia,2015,65+,270,46.1
Georgia,1970,65+,268,388.5
Georgia,1975,65+,268,416.5
Georgia,1980,65+,268,461.2
Georgia,1985,65+,268,460
Georgia,1990,65+,268,510.5
Georgia,1995,65+,268,571.5
Georgia,2000,65+,268,593.2
Georgia,2005,65+,268,653.4
Georgia,2010,65+,268,608.7
Georgia,2015,65+,268,577.5
Germany,1970,65+,276,10690.7
Germany,1975,65+,276,11714.6
Germany,1980,65+,276,12253.3
Germany,1985,65+,276,11243.9
Germany,1990,65+,276,11743.2
Germany,1995,65+,276,12586.4
Germany,2000,65+,276,13270.4
Germany,2005,65+,276,15293.2
Germany,2010,65+,276,16573.6
Germany,2015,65+,276,17254.7
Ghana,1970,65+,288,213.2
Ghana,1975,65+,288,249.5
Ghana,1980,65+,288,281.2
Ghana,1985,65+,288,339.6
Ghana,1990,65+,288,404.5
Ghana,1995,65+,288,498.6
Ghana,2000,65+,288,568.4
Ghana,2005,65+,288,724.1
Ghana,2010,65+,288,860.4
Ghana,2015,65+,288,934.1
Greece,1970,65+,300,977
Greece,1975,65+,300,1104.7
Greece,1980,65+,300,1266
Greece,1985,65+,300,1320.6
Greece,1990,65+,300,1390.5
Greece,1995,65+,300,1631.5
Greece,2000,65+,300,1850.9
Greece,2005,65+,300,2045.7
Greece,2010,65+,300,2125.3
Greece,2015,65+,300,2237.7
Grenada,1970,65+,308,5
Grenada,1975,65+,308,5.7
Grenada,1980,65+,308,6.3
Grenada,1985,65+,308,6.2
Grenada,1990,65+,308,7.6
Grenada,1995,65+,308,8
Grenada,2000,65+,308,7.9
Grenada,2005,65+,308,7.9
Grenada,2010,65+,308,7.6
Grenada,2015,65+,308,7.7
Guadeloupe,1970,65+,312,15.2
Guadeloupe,1975,65+,312,19.1
Guadeloupe,1980,65+,312,22.9
Guadeloupe,1985,65+,312,26.9
Guadeloupe,1990,65+,312,31.1
Guadeloupe,1995,65+,312,36.6
Guadeloupe,2000,65+,312,43.3
Guadeloupe,2005,65+,312,50.4
Guadeloupe,2010,65+,312,57.8
Guadeloupe,2015,65+,312,73.8
Guam,1970,65+,316,1.5
Guam,1975,65+,316,2.2
Guam,1980,65+,316,3
Guam,1985,65+,316,4
Guam,1990,65+,316,5.2
Guam,1995,65+,316,6.8
Guam,2000,65+,316,8.3
Guam,2005,65+,316,10.2
Guam,2010,65+,316,11.6
Guam,2015,65+,316,14.4
Guatemala,1970,65+,320,158
Guatemala,1975,65+,320,179.6
Guatemala,1980,65+,320,210.1
Guatemala,1985,65+,320,247.6
Guatemala,1990,65+,320,303.3
Guatemala,1995,65+,320,374.2
Guatemala,2000,65+,320,463.5
Guatemala,2005,65+,320,545.5
Guatemala,2010,65+,320,627.7
Guatemala,2015,65+,320,732.6
Guinea,1970,65+,324,129.8
Guinea,1975,65+,324,135.1
Guinea,1980,65+,324,144.5
Guinea,1985,65+,324,168.5
Guinea,1990,65+,324,208.7
Guinea,1995,65+,324,277.1
Guinea,2000,65+,324,300.2
Guinea,2005,65+,324,310.9
Guinea,2010,65+,324,344.7
Guinea,2015,65+,324,369.4
Guinea-Bissau,1970,65+,624,22
Guinea-Bissau,1975,65+,624,26.9
Guinea-Bissau,1980,65+,624,32.2
Guinea-Bissau,1985,65+,624,36.8
Guinea-Bissau,1990,65+,624,40.7
Guinea-Bissau,1995,65+,624,43
Guinea-Bissau,2000,65+,624,44.3
Guinea-Bissau,2005,65+,624,45.8
Guinea-Bissau,2010,65+,624,51.1
Guinea-Bissau,2015,65+,624,51
Guyana,1970,65+,328,24.7
Guyana,1975,65+,328,27
Guyana,1980,65+,328,29.3
Guyana,1985,65+,328,32.4
Guyana,1990,65+,328,30
Guyana,1995,65+,328,34.6
Guyana,2000,65+,328,31.3
Guyana,2005,65+,328,31.2
Guyana,2010,65+,328,34
Guyana,2015,65+,328,38.7
Haiti,1970,65+,332,172.3
Haiti,1975,65+,332,201.1
Haiti,1980,65+,332,231.8
Haiti,1985,65+,332,260.5
Haiti,1990,65+,332,285.4
Haiti,1995,65+,332,312
Haiti,2000,65+,332,348.5
Haiti,2005,65+,332,392.6
Haiti,2010,65+,332,445.7
Haiti,2015,65+,332,496
Honduras,1970,65+,340,84
Honduras,1975,65+,340,98.4
Honduras,1980,65+,340,117.2
Honduras,1985,65+,340,135.8
Honduras,1990,65+,340,167
Honduras,1995,65+,340,202.3
Honduras,2000,65+,340,244.2
Honduras,2005,65+,340,285.8
Honduras,2010,65+,340,331.1
Honduras,2015,65+,340,395.6
Hong Kong Special Administrative Region of China,1970,65+,344,155.3
Hong Kong Special Administrative Region of China,1975,65+,344,226.6
Hong Kong Special Administrative Region of China,1980,65+,344,296.8
Hong Kong Special Administrative Region of China,1985,65+,344,411.6
Hong Kong Special Administrative Region of China,1990,65+,344,503.8
Hong Kong Special Administrative Region of China,1995,65+,344,592
Hong Kong Special Administrative Region of China,2000,65+,344,747
Hong Kong Special Administrative Region of China,2005,65+,344,832.4
Hong Kong Special Administrative Region of China,2010,65+,344,903.1
Hong Kong Special Administrative Region of China,2015,65+,344,1102.6
Hungary,1970,65+,348,1196.7
Hungary,1975,65+,348,1340.2
Hungary,1980,65+,348,1462.7
Hungary,1985,65+,348,1283.8
Hungary,1990,65+,348,1403.2
Hungary,1995,65+,348,1480.3
Hungary,2000,65+,348,1548.7
Hungary,2005,65+,348,1585.8
Hungary,2010,65+,348,1674.5
Hungary,2015,65+,348,1711.8
Iceland,1970,65+,352,18
