Area,Year,Age,Population
Burundi,1975,65+,121.1
Burundi,1980,65+,134.3
Burundi,1985,65+,150.4
Burundi,1990,65+,167.4
Burundi,1995,65+,177.3
Burundi,2000,65+,195.8
Burundi,2005,65+,217.8
Burundi,2010,65+,244.7
Burundi,2015,65+,255.2
Cambodia,1970,65+,179.8
Cambodia,1975,65+,197.3
Cambodia,1980,65+,182.1
Cambodia,1985,65+,218
Cambodia,1990,65+,261.3
Cambodia,1995,65+,324.3
Cambodia,2000,65+,375.8
Cambodia,2005,65+,451.1
Cambodia,2010,65+,536.1
Cambodia,2015,65+,639.2
Cameroon,1970,65+,248.8
Cameroon,1975,65+,285.4
Cameroon,1980,65+,327.9
Cameroon,1985,65+,374.7
Cameroon,1990,65+,425.7
Cameroon,1995,65+,481.1
Cameroon,2000,65+,539.8
Cameroon,2005,65+,600.6
Cameroon,2010,65+,643.4
Cameroon,2015,65+,722
Canada,1970,65+,1711.5
Canada,1975,65+,1960.1
Canada,1980,65+,2302.5
Canada,1985,65+,2644.9
Canada,1990,65+,3105.6
Canada,1995,65+,3497.6
Canada,2000,65+,3852.4
Canada,2005,65+,4228.1
Canada,2010,65+,4829.8
Canada,2015,65+,5805.1
Cape Verde,1970,65+,10.8
Cape Verde,1975,65+,13.4
Cape Verde,1980,65+,14.3
Cape Verde,1985,65+,14.6
Cape Verde,1990,65+,14.8
Cape Verde,1995,65+,17.9
Cape Verde,2000,65+,22.3
Cape Verde,2005,65+,27.1
Cape Verde,2010,65+,27.2
Cape Verde,2015,65+,23.8
Central African Republic,1970,65+,75
Central African Republic,1975,65+,83.3
Central African Republic,1980,65+,94
Central African Republic,1985,65+,105.7
Central African Republic,1990,65+,117.9
Central African Republic,1995,65+,132.5
Central African Republic,2000,65+,144.7
Central African Republic,2005,65+,155
Central African Republic,2010,65+,163.3
Central African Republic,2015,65+,166.4
Chad,1970,65+,135
Chad,1975,65+,148
Chad,1980,65+,157.8
Chad,1985,65+,171.7
Chad,1990,65+,192.4
Chad,1995,65+,213.1
Chad,2000,65+,238.9
Chad,2005,65+,272.4
Chad,2010,65+,305.4
Chad,2015,65+,345
Channel Islands,1970,65+,16.9
Channel Islands,1975,65+,18.2
Channel Islands,1980,65+,19.2
Channel Islands,1985,65+,19.9
Channel Islands,1990,65+,20.5
Channel Islands,1995,65+,20.9
Channel Islands,2000,65+,21.3
Channel Islands,2005,65+,23
Channel Islands,2010,65+,25.3
Channel Islands,2015,65+,28.4
Chile,1970,65+,520
Chile,1975,65+,594.9
Chile,1980,65+,667.5
Chile,1985,65+,750.5
Chile,1990,65+,853.1
Chile,1995,65+,1001.1
Chile,2000,65+,1177.9
Chile,2005,65+,1324
Chile,2010,65+,1569.7
Chile,2015,65+,1850.7
China,1970,65+,29604.2
China,1975,65+,36109.3
China,1980,65+,43935.5
China,1985,65+,53242.6
China,1990,65+,61678.5
China,1995,65+,71837.1
China,2000,65+,84462.5
China,2005,65+,97819.9
China,2010,65+,110576.6
China,2015,65+,135178.5
Colombia,1970,65+,742
Colombia,1975,65+,881.6
Colombia,1980,65+,1038.7
Colombia,1985,65+,1207.5
Colombia,1990,65+,1421.1
Colombia,1995,65+,1646.4
Colombia,2000,65+,1915.8
Colombia,2005,65+,2241.9
Colombia,2010,65+,2692.4
Colombia,2015,65+,3394.8
Comoros,1970,65+,6.8
Comoros,1975,65+,7.9
Comoros,1980,65+,9.7
Comoros,1985,65+,11.2
Comoros,1990,65+,12.7
Comoros,1995,65+,14.4
Comoros,2000,65+,16.1
Comoros,2005,65+,18
Comoros,2010,65+,19.9
Comoros,2015,65+,22.5
Congo,1970,65+,50.5
Congo,1975,65+,58.6
Congo,1980,65+,67.3
Congo,1985,65+,77.4
Congo,1990,65+,88.7
Congo,1995,65+,101
Congo,2000,65+,113.6
Congo,2005,65+,126.8
Congo,2010,65+,146.3
Congo,2015,65+,168.2
Costa Rica,1970,65+,62.2
Costa Rica,1975,65+,78.3
Costa Rica,1980,65+,97.1
Costa Rica,1985,65+,118.1
Costa Rica,1990,65+,145.5
Costa Rica,1995,65+,181.2
Costa Rica,2000,65+,223.7
Costa Rica,2005,65+,275.1
Costa Rica,2010,65+,339
Costa Rica,2015,65+,428
Cote d'Ivoire,1970,65+,130.4
Cote d'Ivoire,1975,65+,164.9
Cote d'Ivoire,1980,65+,208.8
Cote d'Ivoire,1985,65+,264
Cote d'Ivoire,1990,65+,330.8
Cote d'Ivoire,1995,65+,406.5
Cote d'Ivoire,2000,65+,467.2
Cote d'Ivoire,2005,65+,519.4
Cote d'Ivoire,2010,65+,599.8
Cote d'Ivoire,2015,65+,666.7
Croatia,1970,65+,413
Croatia,1975,65+,492.2
Croatia,1980,65+,533.6
Croatia,1985,65+,502.5
Croatia,1990,65+,552.9
Croatia,1995,65+,631.8
Croatia,2000,65+,689.3
Croatia,2005,65+,755.1
Croatia,2010,65+,757.1
Croatia,2015,65+,799.9
Cuba,1970,65+,509.6
Cuba,1975,65+,635.4
Cuba,1980,65+,762.7
Cuba,1985,65+,860.8
Cuba,1990,65+,936.2
Cuba,1995,65+,1005.5
Cuba,2000,65+,1096.5
Cuba,2005,65+,1235.8
Cuba,2010,65+,1415.2
Cuba,2015,65+,1593.8
Curaçao,1970,65+,7.4
Curaçao,1975,65+,8.5
Curaçao,1980,65+,8.9
Curaçao,1985,65+,9.8
Curaçao,1990,65+,11
Curaçao,1995,65+,12.4
Curaçao,2000,65+,13.6
Curaçao,2005,65+,15.7
Curaçao,2010,65+,19.5
Curaçao,2015,65+,24.5
Cyprus,1970,65+,61.8
Cyprus,1975,65+,63.2
Cyprus,1980,65+,64.1
Cyprus,1985,65+,69.3
Cyprus,1990,65+,75.9
Cyprus,1995,65+,86.5
Cyprus,2000,65+,96.5
Cyprus,2005,65+,110.6
Cyprus,2010,65+,127.7
Cyprus,2015,65+,149
Czech Republic,1970,65+,1190
Czech Republic,1975,65+,1317.3
Czech Republic,1980,65+,1402.8
Czech Republic,1985,65+,1206.6
Czech Republic,1990,65+,1306.8
Czech Republic,1995,65+,1361.4
Czech Republic,2000,65+,1410
Czech Republic,2005,65+,1431
Czech Republic,2010,65+,1616.3
Czech Republic,2015,65+,1908.1
Democratic People's Republic of Korea,1970,65+,457.1
Democratic People's Republic of Korea,1975,65+,528.3
Democratic People's Republic of Korea,1980,65+,621.6
Democratic People's Republic of Korea,1985,65+,733.9
Democratic People's Republic of Korea,1990,65+,880.6
Democratic People's Republic of Korea,1995,65+,1113.9
Democratic People's Republic of Korea,2000,65+,1351.8
Democratic People's Republic of Korea,2005,65+,1771.2
Democratic People's Republic of Korea,2010,65+,2150.6
Democratic People's Republic of Korea,2015,65+,2447.9
Democratic Republic of the Congo,1970,65+,568.7
Democratic Republic of the Congo,1975,65+,656.5
Democratic Republic of the Congo,1980,65+,763.6
Democratic Republic of the Congo,1985,65+,875
Democratic Republic of the Congo,1990,65+,1020
Democratic Republic of the Congo,1995,65+,1228.4
Democratic Republic of the Congo,2000,65+,1386.7
Democratic Republic of the Congo,2005,65+,1617.6
Democratic Republic of the Congo,2010,65+,1925.1
Democratic Republic of the Congo,2015,65+,2299.4
Denmark,1970,65+,606.3
Denmark,1975,65+,679
Denmark,1980,65+,739.7
Denmark,1985,65+,773.2
Denmark,1990,65+,803.3
Denmark,1995,65+,799.5
Denmark,2000,65+,793.7
Denmark,2005,65+,820.7
Denmark,2010,65+,924.9
Denmark,2015,65+,1083.6
Djibouti,1970,65+,3.8
Djibouti,1975,65+,5.5
Djibouti,1980,65+,8.4
Djibouti,1985,65+,10.7
Djibouti,1990,65+,15.3
Djibouti,1995,65+,17.7
Djibouti,2000,65+,21.6
Djibouti,2005,65+,25.9
Djibouti,2010,65+,31.1
Djibouti,2015,65+,38
Dominican Republic,1970,65+,120.8
Dominican Republic,1975,65+,146.3
Dominican Republic,1980,65+,178.6
Dominican Republic,1985,65+,221.7
Dominican Republic,1990,65+,281.8
Dominican Republic,1995,65+,356.4
Dominican Republic,2000,65+,439.5
Dominican Republic,2005,65+,524.8
Dominican Republic,2010,65+,601.2
Dominican Republic,2015,65+,700.4
Ecuador,1970,65+,260
Ecuador,1975,65+,286.8
Ecuador,1980,65+,328.8
Ecuador,1985,65+,373.3
Ecuador,1990,65+,433.3
Ecuador,1995,65+,518.7
Ecuador,2000,65+,630.8
Ecuador,2005,65+,761.3
Ecuador,2010,65+,911.6
Ecuador,2015,65+,1082.3
Egypt,1970,65+,1519.8
Egypt,1975,65+,1756.3
Egypt,1980,65+,2004.9
Egypt,1985,65+,2296.8
Egypt,1990,65+,2647.6
Egypt,1995,65+,3069.9
Egypt,2000,65+,3465.5
Egypt,2005,65+,3770.1
Egypt,2010,65+,4014.2
Egypt,2015,65+,4748.2
El Salvador,1970,65+,118.3
El Salvador,1975,65+,136.4
El Salvador,1980,65+,160.3
El Salvador,1985,65+,190.3
El Salvador,1990,65+,228.8
El Salvador,1995,65+,269.6
El Salvador,2000,65+,322.4
El Salvador,2005,65+,382.3
El Salvador,2010,65+,442.4
El Salvador,2015,65+,500.7
Equatorial Guinea,1970,65+,13.4
Equatorial Guinea,1975,65+,12.8
Equatorial Guinea,1980,65+,13.2
Equatorial Guinea,1985,65+,15.6
Equatorial Guinea,1990,65+,17
Equatorial Guinea,1995,65+,18.4
Equatorial Guinea,2000,65+,19.7
Equatorial Guinea,2005,65+,26.1
Equatorial Guinea,2010,65+,30.1
Equatorial Guinea,2015,65+,34
Eritrea,1970,65+,46.7
Eritrea,1975,65+,53.3
Eritrea,1980,65+,62.2
Eritrea,1985,65+,73.4
Eritrea,1990,65+,86.5
Eritrea,1995,65+,96
Eritrea,2000,65+,113.7
Eritrea,2005,65+,135.9
Eritrea,2010,65+,156.6
Eritrea,2015,65+,177.1
Estonia,1970,65+,160.3
Estonia,1975,65+,176
Estonia,1980,65+,184.6
Estonia,1985,65+,174.7
Estonia,1990,65+,182.6
Estonia,1995,65+,195
Estonia,2000,65+,210.2
Estonia,2005,65+,227.2
Estonia,2010,65+,233.4
Estonia,2015,65+,247.6
Ethiopia,1970,65+,767.8
Ethiopia,1975,65+,907.2
Ethiopia,1980,65+,1123
Ethiopia,1985,65+,1225.7
Ethiopia,1990,65+,1513.7
Ethiopia,1995,65+,1764.8
Ethiopia,2000,65+,2055.9
Ethiopia,2005,65+,2374.8
Ethiopia,2010,65+,2894.1
Ethiopia,2015,65+,3476
Fiji,1970,65+,11.7
Fiji,1975,65+,14.2
Fiji,1980,65+,16.2
Fiji,1985,65+,19.6
Fiji,1990,65+,21.4
Fiji,1995,65+,23.4
Fiji,2000,65+,27.9
Fiji,2005,65+,33.8
Fiji,2010,65+,41.5
Fiji,2015,65+,52
Finland,1970,65+,422
Finland,1975,65+,500.2
Finland,1980,65+,572.5
Finland,1985,65+,612.1
Finland,1990,65+,667.7
Finland,1995,65+,726.3
Finland,2000,65+,772.3
Finland,2005,65+,836.4
Finland,2010,65+,919.6
Finland,2015,65+,1110.9
France,1970,65+,6523.1
France,1975,65+,7108.1
France,1980,65+,7524.2
France,1985,65+,7029.8
France,1990,65+,7984.8
France,1995,65+,8797.5
France,2000,65+,9562.7
France,2005,65+,10184.9
France,2010,65+,10719
France,2015,65+,12207.2
French Guiana,1970,65+,2.5
French Guiana,1975,65+,2.7
French Guiana,1980,65+,3.3
French Guiana,1985,65+,3.8
French Guiana,1990,65+,4.2
French Guiana,1995,65+,5.2
French Guiana,2000,65+,6.1
French Guiana,2005,65+,7.1
French Guiana,2010,65+,9.9
French Guiana,2015,65+,12.9
French Polynesia,1970,65+,3
French Polynesia,1975,65+,3.9
French Polynesia,1980,65+,5
French Polynesia,1985,65+,5.2
French Polynesia,1990,65+,6.7
French Polynesia,1995,65+,7.7
French Polynesia,2000,65+,10.2
French Polynesia,2005,65+,12.9
French Polynesia,2010,65+,16.8
French Polynesia,2015,65+,20.1
Gabon,1970,65+,38
Gabon,1975,65+,41.1
Gabon,1980,65+,44.8
Gabon,1985,65+,50.4
Gabon,1990,65+,57
Gabon,1995,65+,64.8
Gabon,2000,65+,72.3
Gabon,2005,65+,77.8
Gabon,2010,65+,82.8
Gabon,2015,65+,87.1
Gambia,1970,65+,11.2
Gambia,1975,65+,14.6
Gambia,1980,65+,18.3
Gambia,1985,65+,21.5
Gambia,1990,65+,25.1
Gambia,1995,65+,29.4
Gambia,2000,65+,33.4
Gambia,2005,65+,36.5
Gambia,2010,65+,42.4
Gambia,2015,65+,46.1
Georgia,1970,65+,388.5
Georgia,1975,65+,416.5
Georgia,1980,65+,461.2
Georgia,1985,65+,460
Georgia,1990,65+,510.5
Georgia,1995,65+,571.5
Georgia,2000,65+,593.2
Georgia,2005,65+,653.4
Georgia,2010,65+,608.7
Georgia,2015,65+,577.5
Germany,1970,65+,10690.7
Germany,1975,65+,11714.6
Germany,1980,65+,12253.3
Germany,1985,65+,11243.9
Germany,1990,65+,11743.2
Germany,1995,65+,12586.4
Germany,2000,65+,13270.4
Germany,2005,65+,15293.2
Germany,2010,65+,16573.6
Germany,2015,65+,17254.7
Ghana,1970,65+,213.2
Ghana,1975,65+,249.5
Ghana,1980,65+,281.2
Ghana,1985,65+,339.6
Ghana,1990,65+,404.5
Ghana,1995,65+,498.6
Ghana,2000,65+,568.4
Ghana,2005,65+,724.1
Ghana,2010,65+,860.4
Ghana,2015,65+,934.1
Greece,1970,65+,977
Greece,1975,65+,1104.7
Greece,1980,65+,1266
Greece,1985,65+,1320.6
Greece,1990,65+,1390.5
Greece,1995,65+,1631.5
Greece,2000,65+,1850.9
Greece,2005,65+,2045.7
Greece,2010,65+,2125.3
Greece,2015,65+,2237.7
Grenada,1970,65+,5
Grenada,1975,65+,5.7
Grenada,1980,65+,6.3
Grenada,1985,65+,6.2
Grenada,1990,65+,7.6
Grenada,1995,65+,8
Grenada,2000,65+,7.9
Grenada,2005,65+,7.9
Grenada,2010,65+,7.6
Grenada,2015,65+,7.7
Guadeloupe,1970,65+,15.2
Guadeloupe,1975,65+,19.1
Guadeloupe,1980,65+,22.9
Guadeloupe,1985,65+,26.9
Guadeloupe,1990,65+,31.1
Guadeloupe,1995,65+,36.6
Guadeloupe,2000,65+,43.3
Guadeloupe,2005,65+,50.4
Guadeloupe,2010,65+,57.8
Guadeloupe,2015,65+,73.8
Guam,1970,65+,1.5
Guam,1975,65+,2.2
Guam,1980,65+,3
Guam,1985,65+,4
Guam,1990,65+,5.2
Guam,1995,65+,6.8
Guam,2000,65+,8.3
Guam,2005,65+,10.2
Guam,2010,65+,11.6
Guam,2015,65+,14.4
Guatemala,1970,65+,158
Guatemala,1975,65+,179.6
Guatemala,1980,65+,210.1
Guatemala,1985,65+,247.6
Guatemala,1990,65+,303.3
Guatemala,1995,65+,374.2
Guatemala,2000,65+,463.5
Guatemala,2005,65+,545.5
Guatemala,2010,65+,627.7
Guatemala,2015,65+,732.6
Guinea,1970,65+,129.8
Guinea,1975,65+,135.1
Guinea,1980,65+,144.5
Guinea,1985,65+,168.5
Guinea,1990,65+,208.7
Guinea,1995,65+,277.1
Guinea,2000,65+,300.2
Guinea,2005,65+,310.9
Guinea,2010,65+,344.7
Guinea,2015,65+,369.4
Guinea-Bissau,1970,65+,22
Guinea-Bissau,1975,65+,26.9
Guinea-Bissau,1980,65+,32.2
Guinea-Bissau,1985,65+,36.8
Guinea-Bissau,1990,65+,40.7
Guinea-Bissau,1995,65+,43
Guinea-Bissau,2000,65+,44.3
Guinea-Bissau,2005,65+,45.8
Guinea-Bissau,2010,65+,51.1
Guinea-Bissau,2015,65+,51
Guyana,1970,65+,24.7
Guyana,1975,65+,27
Guyana,1980,65+,29.3
Guyana,1985,65+,32.4
Guyana,1990,65+,30
Guyana,1995,65+,34.6
Guyana,2000,65+,31.3
Guyana,2005,65+,31.2
Guyana,2010,65+,34
Guyana,2015,65+,38.7
Haiti,1970,65+,172.3
Haiti,1975,65+,201.1
Haiti,1980,65+,231.8
Haiti,1985,65+,260.5
Haiti,1990,65+,285.4
Haiti,1995,65+,312
Haiti,2000,65+,348.5
Haiti,2005,65+,392.6
Haiti,2010,65+,445.7
Haiti,2015,65+,496
Honduras,1970,65+,84
Honduras,1975,65+,98.4
Honduras,1980,65+,117.2
Honduras,1985,65+,135.8
Honduras,1990,65+,167
Honduras,1995,65+,202.3
Honduras,2000,65+,244.2
Honduras,2005,65+,285.8
Honduras,2010,65+,331.1
Honduras,2015,65+,395.6
Hong Kong Special Administrative Region of China,1970,65+,155.3
Hong Kong Special Administrative Region of China,1975,65+,226.6
Hong Kong Special Administrative Region of China,1980,65+,296.8
Hong Kong Special Administrative Region of China,1985,65+,411.6
Hong Kong Special Administrative Region of China,1990,65+,503.8
Hong Kong Special Administrative Region of China,1995,65+,592
Hong Kong Special Administrative Region of China,2000,65+,747
Hong Kong Special Administrative Region of China,2005,65+,832.4
Hong Kong Special Administrative Region of China,2010,65+,903.1
Hong Kong Special Administrative Region of China,2015,65+,1102.6
Hungary,1970,65+,1196.7
Hungary,1975,65+,1340.2
Hungary,1980,65+,1462.7
Hungary,1985,65+,1283.8
Hungary,1990,65+,1403.2
Hungary,1995,65+,1480.3
Hungary,2000,65+,1548.7
Hungary,2005,65+,1585.8
Hungary,2010,65+,1674.5
Hungary,2015,65+,1711.8
Iceland,1970,65+,18
Iceland,1975,65+,20
Iceland,1980,65+,22.5
Iceland,1985,65+,24.5
Iceland,1990,65+,27.1
Iceland,1995,65+,30.1
Iceland,2000,65+,32.6
Iceland,2005,65+,34.9
Iceland,2010,65+,38.6
Iceland,2015,65+,45.3
India,1970,65+,18379.7
India,1975,65+,21725.5
India,1980,65+,25314.6
India,1985,65+,29188
India,1990,65+,33371.3
India,1995,65+,39085.1
India,2000,65+,46422.8
India,2005,65+,54676.3
India,2010,65+,62943.9
India,2015,65+,73781.5
Indonesia,1970,65+,3808.1
Indonesia,1975,65+,4510.3
Indonesia,1980,65+,5291.2
Indonesia,1985,65+,5996.6
Indonesia,1990,65+,6866.8
Indonesia,1995,65+,8181.8
Indonesia,2000,65+,9961.9
Indonesia,2005,65+,10857.1
Indonesia,2010,65+,11921.6
Indonesia,2015,65+,13153.5
Iran (Islamic Republic of),1970,65+,942.6
Iran (Islamic Republic of),1975,65+,1041
Iran (Islamic Republic of),1980,65+,1150.4
Iran (Islamic Republic of),1985,65+,1392.3
Iran (Islamic Republic of),1990,65+,1876.4
Iran (Islamic Republic of),1995,65+,2279.2
Iran (Islamic Republic of),2000,65+,2773.4
Iran (Islamic Republic of),2005,65+,3457.2
Iran (Islamic Republic of),2010,65+,3662.6
Iran (Islamic Republic of),2015,65+,3995.5
Iraq,1970,65+,398.1
Iraq,1975,65+,486.5
Iraq,1980,65+,558.8
Iraq,1985,65+,625.5
Iraq,1990,65+,667.2
Iraq,1995,65+,725.7
Iraq,2000,65+,817.5
Iraq,2005,65+,910.9
Iraq,2010,65+,1012.4
Iraq,2015,65+,1110.1
Ireland,1970,65+,325.2
Ireland,1975,65+,336.7
Ireland,1980,65+,364.1
Ireland,1985,65+,379.1
Ireland,1990,65+,393.8
Ireland,1995,65+,394.7
Ireland,2000,65+,405.3
Ireland,2005,65+,444.9
Ireland,2010,65+,514.5
Ireland,2015,65+,621.8
Israel,1970,65+,185
Israel,1975,65+,256
Israel,1980,65+,324.1
Israel,1985,65+,351.3
Israel,1990,65+,399.3
Israel,1995,65+,518.3
Israel,2000,65+,602.8
Israel,2005,65+,662.1
Israel,2010,65+,775.8
Israel,2015,65+,905.1
Italy,1970,65+,5933.1
Italy,1975,65+,6713.1
Italy,1980,65+,7495.8
Italy,1985,65+,7447.9
Italy,1990,65+,8440.7
Italy,1995,65+,9424.2
Italy,2000,65+,10330.4
Italy,2005,65+,11422.3
Italy,2010,65+,12181.1
Italy,2015,65+,13306.9
Jamaica,1970,65+,104.3
Jamaica,1975,65+,116.7
Jamaica,1980,65+,145
Jamaica,1985,65+,163.1
Jamaica,1990,65+,177.6
Jamaica,1995,65+,186.5
Jamaica,2000,65+,204.9
Jamaica,2005,65+,221.6
Jamaica,2010,65+,238.2
Jamaica,2015,65+,267.2
Japan,1970,65+,7293
Japan,1975,65+,8733.5
Japan,1980,65+,10485.1
Japan,1985,65+,12237.2
Japan,1990,65+,14606.6
Japan,1995,65+,17917.1
Japan,2000,65+,21598.2
Japan,2005,65+,25201.2
Japan,2010,65+,29210
Japan,2015,65+,33293.2
Jordan,1970,65+,54.1
Jordan,1975,65+,60.6
Jordan,1980,65+,73.4
Jordan,1985,65+,99.6
Jordan,1990,65+,110.7
Jordan,1995,65+,129.9
Jordan,2000,65+,149.1
Jordan,2005,65+,183.6
Jordan,2010,65+,242.7
Jordan,2015,65+,344.7
Kazakhstan,1970,65+,706.1
Kazakhstan,1975,65+,801.2
Kazakhstan,1980,65+,910.2
Kazakhstan,1985,65+,895
Kazakhstan,1990,65+,967.2
Kazakhstan,1995,65+,1143.7
Kazakhstan,2000,65+,1020
Kazakhstan,2005,65+,1183.9
Kazakhstan,2010,65+,1109.3
Kazakhstan,2015,65+,1198.8
Kenya,1970,65+,388.1
Kenya,1975,65+,439.2
Kenya,1980,65+,493.4
Kenya,1985,65+,558.1
Kenya,1990,65+,634.4
Kenya,1995,65+,740.3
Kenya,2000,65+,866.3
Kenya,2005,65+,975
Kenya,2010,65+,1072.8
Kenya,2015,65+,1218.9
Kiribati,1970,65+,1.8
Kiribati,1975,65+,2
Kiribati,1980,65+,2
Kiribati,1985,65+,2.3
Kiribati,1990,65+,2.5
Kiribati,1995,65+,2.7
Kiribati,2000,65+,2.8
Kiribati,2005,65+,3.3
Kiribati,2010,65+,3.6
Kiribati,2015,65+,4.2
Kuwait,1970,65+,13.6
Kuwait,1975,65+,17.2
Kuwait,1980,65+,21.5
Kuwait,1985,65+,23.6
Kuwait,1990,65+,30.3
Kuwait,1995,65+,30
Kuwait,2000,65+,39.8
Kuwait,2005,65+,51.7
Kuwait,2010,65+,56.8
Kuwait,2015,65+,81.2
Kyrgyzstan,1970,65+,184.7
Kyrgyzstan,1975,65+,195.7
Kyrgyzstan,1980,65+,209.3
Kyrgyzstan,1985,65+,208.5
Kyrgyzstan,1990,65+,219.9
Kyrgyzstan,1995,65+,250.2
Kyrgyzstan,2000,65+,271
Kyrgyzstan,2005,65+,286.4
Kyrgyzstan,2010,65+,245.3
Kyrgyzstan,2015,65+,251
Lao People's Democratic Republic,1970,65+,82.1
Lao People's Democratic Republic,1975,65+,96.9
Lao People's Democratic Republic,1980,65+,113.7
Lao People's Democratic Republic,1985,65+,131.3
Lao People's Democratic Republic,1990,65+,150.2
Lao People's Democratic Republic,1995,65+,171
Lao People's Democratic Republic,2000,65+,190.5
Lao People's Democratic Republic,2005,65+,210.7
Lao People's Democratic Republic,2010,65+,230.5
Lao People's Democratic Republic,2015,65+,258.9
Latvia,1970,65+,284.1
Latvia,1975,65+,314.4
Latvia,1980,65+,326
Latvia,1985,65+,305.5
Latvia,1990,65+,315.6
Latvia,1995,65+,341
Latvia,2000,65+,356.6
Latvia,2005,65+,382.1
Latvia,2010,65+,384.1
Latvia,2015,65+,384.3
Lebanon,1970,65+,116
Lebanon,1975,65+,126.9
Lebanon,1980,65+,140.9
Lebanon,1985,65+,138.6
Lebanon,1990,65+,159.7
Lebanon,1995,65+,192.8
Lebanon,2000,65+,230
Lebanon,2005,65+,297.6
Lebanon,2010,65+,364.2
Lebanon,2015,65+,476.5
Lesotho,1970,65+,43.1
Lesotho,1975,65+,48.2
Lesotho,1980,65+,53.2
Lesotho,1985,65+,60.3
Lesotho,1990,65+,67.6
Lesotho,1995,65+,74.8
Lesotho,2000,65+,83.9
Lesotho,2005,65+,88.9
Lesotho,2010,65+,85.9
Lesotho,2015,65+,96.6
Liberia,1970,65+,33.8
Liberia,1975,65+,40.2
Liberia,1980,65+,50
Liberia,1985,65+,61.3
Liberia,1990,65+,61.9
Liberia,1995,65+,62.9
Liberia,2000,65+,89.5
Liberia,2005,65+,98.6
Liberia,2010,65+,121.6
Liberia,2015,65+,136.1
Libyan Arab Jamahiriya,1970,65+,64.5
Libyan Arab Jamahiriya,1975,65+,75.5
Libyan Arab Jamahiriya,1980,65+,89.8
Libyan Arab Jamahiriya,1985,65+,109.7
Libyan Arab Jamahiriya,1990,65+,138.1
Libyan Arab Jamahiriya,1995,65+,170.3
Libyan Arab Jamahiriya,2000,65+,201.7
Libyan Arab Jamahiriya,2005,65+,231.1
Libyan Arab Jamahiriya,2010,65+,258.7
Libyan Arab Jamahiriya,2015,65+,269.5
Lithuania,1970,65+,318.4
Lithuania,1975,65+,375.4
Lithuania,1980,65+,389.5
Lithuania,1985,65+,371
Lithuania,1990,65+,402
Lithuania,1995,65+,445.7
Lithuania,2000,65+,485.3
Lithuania,2005,65+,536.9
Lithuania,2010,65+,546.4
Lithuania,2015,65+,547.8
Luxembourg,1970,65+,42.7
Luxembourg,1975,65+,46.8
Luxembourg,1980,65+,49.7
Luxembourg,1985,65+,48.8
Luxembourg,1990,65+,51.1
Luxembourg,1995,65+,56.8
Luxembourg,2000,65+,61.4
Luxembourg,2005,65+,66
Luxembourg,2010,65+,71.1
Luxembourg,2015,65+,79.3
Macao Special Administrative Region of China,1970,65+,16.2
Macao Special Administrative Region of China,1975,65+,18.5
Macao Special Administrative Region of China,1980,65+,21.2
Macao Special Administrative Region of China,1985,65+,22.1
Macao Special Administrative Region of China,1990,65+,24.1
Macao Special Administrative Region of China,1995,65+,29
Macao Special Administrative Region of China,2000,65+,31.8
Macao Special Administrative Region of China,2005,65+,34.2
Macao Special Administrative Region of China,2010,65+,38.5
Macao Special Administrative Region of China,2015,65+,51.7
Madagascar,1970,65+,228.7
Madagascar,1975,65+,275.5
Madagascar,1980,65+,293.6
Madagascar,1985,65+,314.2
Madagascar,1990,65+,351
Madagascar,1995,65+,405
Madagascar,2000,65+,467.9
Madagascar,2005,65+,534.4
Madagascar,2010,65+,600
Madagascar,2015,65+,686.8
