Area,Year,Age,Education,ISOCode,Distribution
Mayotte,2015,20--64,Incomplete Primary,175,4.5
Mexico,2015,20--64,Incomplete Primary,484,9.7
Micronesia (Federated States of),2015,20--64,Incomplete Primary,583,1.6
Mongolia,2015,20--64,Incomplete Primary,496,1.4
Montenegro,2015,20--64,Incomplete Primary,499,0.8
Morocco,2015,20--64,Incomplete Primary,504,7.1
Mozambique,2015,20--64,Incomplete Primary,508,16.4
Myanmar,2015,20--64,Incomplete Primary,104,22.2
Namibia,2015,20--64,Incomplete Primary,516,17.6
Nepal,2015,20--64,Incomplete Primary,524,7.9
Netherlands,2015,20--64,Incomplete Primary,528,1.3
New Caledonia,2015,20--64,Incomplete Primary,540,2.5
New Zealand,2015,20--64,Incomplete Primary,554,0
Nicaragua,2015,20--64,Incomplete Primary,558,21.9
Niger,2015,20--64,Incomplete Primary,562,13
Nigeria,2015,20--64,Incomplete Primary,566,4.5
Norway,2015,20--64,Incomplete Primary,578,0
Occupied Palestinian Territory,2015,20--64,Incomplete Primary,275,4.2
Oman,2015,20--64,Incomplete Primary,512,12.8
Pakistan,2015,20--64,Incomplete Primary,586,5
Panama,2015,20--64,Incomplete Primary,591,6.3
Papua New Guinea,2015,20--64,Incomplete Primary,598,16.4
Paraguay,2015,20--64,Incomplete Primary,600,17.4
Peru,2015,20--64,Incomplete Primary,604,10.7
Philippines,2015,20--64,Incomplete Primary,608,8.6
Poland,2015,20--64,Incomplete Primary,616,0
Portugal,2015,20--64,Incomplete Primary,620,15.5
Puerto Rico,2015,20--64,Incomplete Primary,630,2.6
Qatar,2015,20--64,Incomplete Primary,634,21.8
Republic of Korea,2015,20--64,Incomplete Primary,410,0.2
Republic of Moldova,2015,20--64,Incomplete Primary,498,0.4
Reunion,2015,20--64,Incomplete Primary,638,6.4
Romania,2015,20--64,Incomplete Primary,642,0.4
Russian Federation,2015,20--64,Incomplete Primary,643,0.1
Rwanda,2015,20--64,Incomplete Primary,646,51.1
Saint Lucia,2015,20--64,Incomplete Primary,662,1.5
Saint Vincent and the Grenadines,2015,20--64,Incomplete Primary,670,2.6
Samoa,2015,20--64,Incomplete Primary,882,0.8
Sao Tome and Principe,2015,20--64,Incomplete Primary,678,43.6
Saudi Arabia,2015,20--64,Incomplete Primary,682,4.5
Senegal,2015,20--64,Incomplete Primary,686,8
Serbia,2015,20--64,Incomplete Primary,688,0.4
Seychelles,2015,20--64,Incomplete Primary,690,5.9
Sierra Leone,2015,20--64,Incomplete Primary,694,11.6
Singapore,2015,20--64,Incomplete Primary,702,4.4
Slovakia,2015,20--64,Incomplete Primary,703,0
Slovenia,2015,20--64,Incomplete Primary,705,0
Solomon Islands,2015,20--64,Incomplete Primary,90,16.3
Somalia,2015,20--64,Incomplete Primary,706,21.6
South Africa,2015,20--64,Incomplete Primary,710,8.7
South Sudan,2015,20--64,Incomplete Primary,728,0
Spain,2015,20--64,Incomplete Primary,724,2.2
Sri Lanka,2015,20--64,Incomplete Primary,144,2.3
Sudan,2015,20--64,Incomplete Primary,729,14.8
Suriname,2015,20--64,Incomplete Primary,740,4.7
Swaziland,2015,20--64,Incomplete Primary,748,14.4
Sweden,2015,20--64,Incomplete Primary,752,0
Switzerland,2015,20--64,Incomplete Primary,756,0
Syrian Arab Republic,2015,20--64,Incomplete Primary,760,28
Taiwan Province of China,2015,20--64,Incomplete Primary,158,0.5
Tajikistan,2015,20--64,Incomplete Primary,762,0.1
Thailand,2015,20--64,Incomplete Primary,764,2.6
The former Yugoslav Republic of Macedonia,2015,20--64,Incomplete Primary,807,5.4
Timor-Leste,2015,20--64,Incomplete Primary,626,11.2
Togo,2015,20--64,Incomplete Primary,768,21.2
Tonga,2015,20--64,Incomplete Primary,776,0.4
Trinidad and Tobago,2015,20--64,Incomplete Primary,780,3.5
Tunisia,2015,20--64,Incomplete Primary,788,0.3
Turkey,2015,20--64,Incomplete Primary,792,4.5
Turkmenistan,2015,20--64,Incomplete Primary,795,0.1
Uganda,2015,20--64,Incomplete Primary,800,34.2
Ukraine,2015,20--64,Incomplete Primary,804,0.1
United Arab Emirates,2015,20--64,Incomplete Primary,784,10.3
United Kingdom of Great Britain and Northern Ireland,2015,20--64,Incomplete Primary,826,0
United Republic of Tanzania,2015,20--64,Incomplete Primary,834,9
United States of America,2015,20--64,Incomplete Primary,840,0.7
United States Virgin Islands,2015,20--64,Incomplete Primary,850,1.8
Uruguay,2015,20--64,Incomplete Primary,858,4
Uzbekistan,2015,20--64,Incomplete Primary,860,0.2
Vanuatu,2015,20--64,Incomplete Primary,548,18.9
Venezuela (Bolivarian Republic of),2015,20--64,Incomplete Primary,862,6.9
Viet Nam,2015,20--64,Incomplete Primary,704,11.6
Western Sahara,2015,20--64,Incomplete Primary,732,7.7
World,2015,20--64,Incomplete Primary,900,6.3
Yemen,2015,20--64,Incomplete Primary,887,0
Zambia,2015,20--64,Incomplete Primary,894,20.3
Zimbabwe,2015,20--64,Incomplete Primary,716,6.5
Afghanistan,2015,15+,Primary,4,24.2
Albania,2015,15+,Primary,8,6.7
Algeria,2015,15+,Primary,12,9.2
Angola,2015,15+,Primary,24,27.2
Antigua and Barbuda,2015,15+,Primary,28,35.7
Argentina,2015,15+,Primary,32,30.6
Armenia,2015,15+,Primary,51,1.8
Aruba,2015,15+,Primary,533,20.7
Australia,2015,15+,Primary,36,4.4
Austria,2015,15+,Primary,40,8.8
Azerbaijan,2015,15+,Primary,31,1.6
Bahamas,2015,15+,Primary,44,4
Bahrain,2015,15+,Primary,48,14.6
Bangladesh,2015,15+,Primary,50,20.2
Barbados,2015,15+,Primary,52,39.9
Belarus,2015,15+,Primary,112,4.5
Belgium,2015,15+,Primary,56,10.3
Belize,2015,15+,Primary,84,30.1
Benin,2015,15+,Primary,204,21.3
Bhutan,2015,15+,Primary,64,7
Bolivia (Plurinational State of),2015,15+,Primary,68,14.4
Bosnia and Herzegovina,2015,15+,Primary,70,9.6
Botswana,2015,15+,Primary,72,19.7
Brazil,2015,15+,Primary,76,20.2
Brunei Darussalam,2015,15+,Primary,96,30.4
Bulgaria,2015,15+,Primary,100,4.2
Burkina Faso,2015,15+,Primary,854,7.2
Burundi,2015,15+,Primary,108,26.6
Cambodia,2015,15+,Primary,116,24.7
Cameroon,2015,15+,Primary,120,33.4
Canada,2015,15+,Primary,124,4
Cape Verde,2015,15+,Primary,132,18.4
Central African Republic,2015,15+,Primary,140,23
Chad,2015,15+,Primary,148,15.1
Channel Islands,2015,15+,Primary,830,0
Chile,2015,15+,Primary,152,6.6
China,2015,15+,Primary,156,15.2
Colombia,2015,15+,Primary,170,25.5
Comoros,2015,15+,Primary,174,24.3
Congo,2015,15+,Primary,178,39
Costa Rica,2015,15+,Primary,188,34.4
Cote d'Ivoire,2015,15+,Primary,384,19.7
Croatia,2015,15+,Primary,191,5
Cuba,2015,15+,Primary,192,10.4
Curaçao,2015,15+,Primary,531,14.5
Cyprus,2015,15+,Primary,196,11.2
Czech Republic,2015,15+,Primary,203,0.3
Democratic People's Republic of Korea,2015,15+,Primary,408,3.7
Democratic Republic of the Congo,2015,15+,Primary,180,16
Denmark,2015,15+,Primary,208,0.4
Djibouti,2015,15+,Primary,262,8.2
Dominican Republic,2015,15+,Primary,214,10.2
Ecuador,2015,15+,Primary,218,23.6
Egypt,2015,15+,Primary,818,4.7
El Salvador,2015,15+,Primary,222,16
Equatorial Guinea,2015,15+,Primary,226,37.5
Eritrea,2015,15+,Primary,232,8.5
Estonia,2015,15+,Primary,233,3.8
Ethiopia,2015,15+,Primary,231,14.9
Fiji,2015,15+,Primary,242,19
Finland,2015,15+,Primary,246,11.2
France,2015,15+,Primary,250,16.4
French Guiana,2015,15+,Primary,254,22.4
French Polynesia,2015,15+,Primary,258,10.6
Gabon,2015,15+,Primary,266,36.3
Gambia,2015,15+,Primary,270,11.1
Georgia,2015,15+,Primary,268,2.5
Germany,2015,15+,Primary,276,4.9
Ghana,2015,15+,Primary,288,11.7
Greece,2015,15+,Primary,300,21.1
Grenada,2015,15+,Primary,308,33.1
Guadeloupe,2015,15+,Primary,312,22.5
Guam,2015,15+,Primary,316,20.6
Guatemala,2015,15+,Primary,320,20.8
Guinea,2015,15+,Primary,324,10.5
Guinea-Bissau,2015,15+,Primary,624,15.7
Guyana,2015,15+,Primary,328,13.8
Haiti,2015,15+,Primary,332,13.1
Honduras,2015,15+,Primary,340,29.7
Hong Kong Special Administrative Region of China,2015,15+,Primary,344,13.7
Hungary,2015,15+,Primary,348,2.8
Iceland,2015,15+,Primary,352,1.5
India,2015,15+,Primary,356,14.4
Indonesia,2015,15+,Primary,360,30.4
Iran (Islamic Republic of),2015,15+,Primary,364,16.9
Iraq,2015,15+,Primary,368,28.9
Ireland,2015,15+,Primary,372,15.9
Israel,2015,15+,Primary,376,13.2
Italy,2015,15+,Primary,380,15
Jamaica,2015,15+,Primary,388,11.1
Japan,2015,15+,Primary,392,2.6
Jordan,2015,15+,Primary,400,17.1
Kazakhstan,2015,15+,Primary,398,2.1
Kenya,2015,15+,Primary,404,16.6
Kiribati,2015,15+,Primary,296,16.4
Kuwait,2015,15+,Primary,414,10
Kyrgyzstan,2015,15+,Primary,417,3.9
Lao People's Democratic Republic,2015,15+,Primary,418,23.4
Latvia,2015,15+,Primary,428,2.6
Lebanon,2015,15+,Primary,422,18.6
Lesotho,2015,15+,Primary,426,33.7
Liberia,2015,15+,Primary,430,13
Libyan Arab Jamahiriya,2015,15+,Primary,434,15.1
Lithuania,2015,15+,Primary,440,5.9
Luxembourg,2015,15+,Primary,442,16.6
Macao Special Administrative Region of China,2015,15+,Primary,446,14.7
Madagascar,2015,15+,Primary,450,23.9
Malawi,2015,15+,Primary,454,15.5
Malaysia,2015,15+,Primary,458,8.6
Maldives,2015,15+,Primary,462,35.4
Mali,2015,15+,Primary,466,8.5
Malta,2015,15+,Primary,470,15.4
Martinique,2015,15+,Primary,474,21.1
Mauritania,2015,15+,Primary,478,19.4
Mauritius,2015,15+,Primary,480,22.4
Mayotte,2015,15+,Primary,175,20.6
Mexico,2015,15+,Primary,484,19.7
Micronesia (Federated States of),2015,15+,Primary,583,10.3
Mongolia,2015,15+,Primary,496,8.3
Montenegro,2015,15+,Primary,499,5.3
Morocco,2015,15+,Primary,504,16.7
Mozambique,2015,15+,Primary,508,6.5
Myanmar,2015,15+,Primary,104,21.5
Namibia,2015,15+,Primary,516,24.7
Nepal,2015,15+,Primary,524,15.8
Netherlands,2015,15+,Primary,528,10.2
New Caledonia,2015,15+,Primary,540,10.3
New Zealand,2015,15+,Primary,554,10.8
Nicaragua,2015,15+,Primary,558,22.3
Niger,2015,15+,Primary,562,13.2
Nigeria,2015,15+,Primary,566,17.5
Norway,2015,15+,Primary,578,0.4
Occupied Palestinian Territory,2015,15+,Primary,275,12.3
Oman,2015,15+,Primary,512,16.6
Pakistan,2015,15+,Primary,586,10.4
Panama,2015,15+,Primary,591,23.3
Papua New Guinea,2015,15+,Primary,598,31.8
Paraguay,2015,15+,Primary,600,30
Peru,2015,15+,Primary,604,10.8
Philippines,2015,15+,Primary,608,19
Poland,2015,15+,Primary,616,2.4
Portugal,2015,15+,Primary,620,12.6
Puerto Rico,2015,15+,Primary,630,6.7
Qatar,2015,15+,Primary,634,20.1
Republic of Korea,2015,15+,Primary,410,8.7
Republic of Moldova,2015,15+,Primary,498,5.2
Reunion,2015,15+,Primary,638,25.2
Romania,2015,15+,Primary,642,7.8
Russian Federation,2015,15+,Primary,643,4.5
Rwanda,2015,15+,Primary,646,18.7
Saint Lucia,2015,15+,Primary,662,35.8
Saint Vincent and the Grenadines,2015,15+,Primary,670,41.5
Samoa,2015,15+,Primary,882,29.7
Sao Tome and Principe,2015,15+,Primary,678,30.7
Saudi Arabia,2015,15+,Primary,682,14.1
Senegal,2015,15+,Primary,686,19.6
Serbia,2015,15+,Primary,688,5.6
Seychelles,2015,15+,Primary,690,24.4
Sierra Leone,2015,15+,Primary,694,10.7
Singapore,2015,15+,Primary,702,5.6
Slovakia,2015,15+,Primary,703,1.5
Slovenia,2015,15+,Primary,705,2.6
Solomon Islands,2015,15+,Primary,90,31.8
Somalia,2015,15+,Primary,706,7
South Africa,2015,15+,Primary,710,11.4
South Sudan,2015,15+,Primary,728,13.1
Spain,2015,15+,Primary,724,12.9
Sri Lanka,2015,15+,Primary,144,10.2
Sudan,2015,15+,Primary,729,3.9
Suriname,2015,15+,Primary,740,23.6
Swaziland,2015,15+,Primary,748,22.3
Sweden,2015,15+,Primary,752,9.8
Switzerland,2015,15+,Primary,756,6.3
Syrian Arab Republic,2015,15+,Primary,760,16.5
Taiwan Province of China,2015,15+,Primary,158,11.9
Tajikistan,2015,15+,Primary,762,1.8
Thailand,2015,15+,Primary,764,40.3
The former Yugoslav Republic of Macedonia,2015,15+,Primary,807,7.7
Timor-Leste,2015,15+,Primary,626,7.4
Togo,2015,15+,Primary,768,28.3
Tonga,2015,15+,Primary,776,16.1
Trinidad and Tobago,2015,15+,Primary,780,16.5
Tunisia,2015,15+,Primary,788,23.9
Turkey,2015,15+,Primary,792,25.1
Turkmenistan,2015,15+,Primary,795,1.3
Uganda,2015,15+,Primary,800,30.4
Ukraine,2015,15+,Primary,804,2.7
United Arab Emirates,2015,15+,Primary,784,10.9
United Kingdom of Great Britain and Northern Ireland,2015,15+,Primary,826,0
United Republic of Tanzania,2015,15+,Primary,834,55.9
United States of America,2015,15+,Primary,840,3.3
United States Virgin Islands,2015,15+,Primary,850,42
Uruguay,2015,15+,Primary,858,32.1
Uzbekistan,2015,15+,Primary,860,2.5
Vanuatu,2015,15+,Primary,548,29.1
Venezuela (Bolivarian Republic of),2015,15+,Primary,862,13.2
Viet Nam,2015,15+,Primary,704,26.4
Western Sahara,2015,15+,Primary,732,19.1
World,2015,15+,Primary,900,14.8
Yemen,2015,15+,Primary,887,4
Zambia,2015,15+,Primary,894,22.5
Zimbabwe,2015,15+,Primary,716,14.9
Afghanistan,2015,25+,Primary,4,14.3
Albania,2015,25+,Primary,8,7.6
Algeria,2015,25+,Primary,12,10.5
Angola,2015,25+,Primary,24,19.4
Antigua and Barbuda,2015,25+,Primary,28,39.7
Argentina,2015,25+,Primary,32,32.6
Armenia,2015,25+,Primary,51,1.9
Aruba,2015,25+,Primary,533,21.8
Australia,2015,25+,Primary,36,4.9
Austria,2015,25+,Primary,40,9.6
Azerbaijan,2015,25+,Primary,31,1.8
Bahamas,2015,25+,Primary,44,4.9
Bahrain,2015,25+,Primary,48,14
Bangladesh,2015,25+,Primary,50,19.4
Barbados,2015,25+,Primary,52,43.3
Belarus,2015,25+,Primary,112,5
Belgium,2015,25+,Primary,56,11.5
Belize,2015,25+,Primary,84,31.6
Benin,2015,25+,Primary,204,14.3
Bhutan,2015,25+,Primary,64,4.3
Bolivia (Plurinational State of),2015,25+,Primary,68,15.6
Bosnia and Herzegovina,2015,25+,Primary,70,11.3
Botswana,2015,25+,Primary,72,20.6
Brazil,2015,25+,Primary,76,20.5
Brunei Darussalam,2015,25+,Primary,96,34
Bulgaria,2015,25+,Primary,100,4.2
Burkina Faso,2015,25+,Primary,854,5.6
Burundi,2015,25+,Primary,108,21.8
Cambodia,2015,25+,Primary,116,23.9
Cameroon,2015,25+,Primary,120,33.3
Canada,2015,25+,Primary,124,4.2
Cape Verde,2015,25+,Primary,132,17.3
Central African Republic,2015,25+,Primary,140,20.5
Chad,2015,25+,Primary,148,9.7
Channel Islands,2015,25+,Primary,830,0
Chile,2015,25+,Primary,152,7.5
China,2015,25+,Primary,156,17.5
Colombia,2015,25+,Primary,170,27.2
Comoros,2015,25+,Primary,174,17.4
Congo,2015,25+,Primary,178,36.8
Costa Rica,2015,25+,Primary,188,35.3
Cote d'Ivoire,2015,25+,Primary,384,16.5
Croatia,2015,25+,Primary,191,5.6
Cuba,2015,25+,Primary,192,11.5
Curaçao,2015,25+,Primary,531,12.2
Cyprus,2015,25+,Primary,196,13.3
Czech Republic,2015,25+,Primary,203,0.3
Democratic People's Republic of Korea,2015,25+,Primary,408,2.7
Democratic Republic of the Congo,2015,25+,Primary,180,14.3
Denmark,2015,25+,Primary,208,0.4
Djibouti,2015,25+,Primary,262,6.6
Dominican Republic,2015,25+,Primary,214,10.7
Ecuador,2015,25+,Primary,218,25.3
Egypt,2015,25+,Primary,818,4.4
El Salvador,2015,25+,Primary,222,15
Equatorial Guinea,2015,25+,Primary,226,37.8
Eritrea,2015,25+,Primary,232,6.8
Estonia,2015,25+,Primary,233,2.4
Ethiopia,2015,25+,Primary,231,10.8
Fiji,2015,25+,Primary,242,22
Finland,2015,25+,Primary,246,11.1
France,2015,25+,Primary,250,18.2
French Guiana,2015,25+,Primary,254,21.9
French Polynesia,2015,25+,Primary,258,13
Gabon,2015,25+,Primary,266,32.3
Gambia,2015,25+,Primary,270,6.5
Georgia,2015,25+,Primary,268,2.4
Germany,2015,25+,Primary,276,3.2
Ghana,2015,25+,Primary,288,7.9
Greece,2015,25+,Primary,300,22.8
Grenada,2015,25+,Primary,308,37
Guadeloupe,2015,25+,Primary,312,24.8
Guam,2015,25+,Primary,316,23.8
Guatemala,2015,25+,Primary,320,19.1
Guinea,2015,25+,Primary,324,7
Guinea-Bissau,2015,25+,Primary,624,10.6
Guyana,2015,25+,Primary,328,14.7
Haiti,2015,25+,Primary,332,11.8
Honduras,2015,25+,Primary,340,27.6
Hong Kong Special Administrative Region of China,2015,25+,Primary,344,14.6
Hungary,2015,25+,Primary,348,2.9
Iceland,2015,25+,Primary,352,0
India,2015,25+,Primary,356,14.2
Indonesia,2015,25+,Primary,360,34.4
Iran (Islamic Republic of),2015,25+,Primary,364,18.5
Iraq,2015,25+,Primary,368,28.2
Ireland,2015,25+,Primary,372,16.6
Israel,2015,25+,Primary,376,14.8
Italy,2015,25+,Primary,380,16.7
Jamaica,2015,25+,Primary,388,14.1
Japan,2015,25+,Primary,392,2.5
Jordan,2015,25+,Primary,400,16.3
Kazakhstan,2015,25+,Primary,398,2.1
Kenya,2015,25+,Primary,404,15.5
Kiribati,2015,25+,Primary,296,20.5
Kuwait,2015,25+,Primary,414,7
Kyrgyzstan,2015,25+,Primary,417,1.4
Lao People's Democratic Republic,2015,25+,Primary,418,23.5
Latvia,2015,25+,Primary,428,1.5
Lebanon,2015,25+,Primary,422,19.9
Lesotho,2015,25+,Primary,426,29.5
Liberia,2015,25+,Primary,430,10
Libyan Arab Jamahiriya,2015,25+,Primary,434,16.5
Lithuania,2015,25+,Primary,440,4.6
Luxembourg,2015,25+,Primary,442,17.5
Macao Special Administrative Region of China,2015,25+,Primary,446,16
Madagascar,2015,25+,Primary,450,21.4
Malawi,2015,25+,Primary,454,13.8
Malaysia,2015,25+,Primary,458,11
Maldives,2015,25+,Primary,462,34.1
Mali,2015,25+,Primary,466,5.6
Malta,2015,25+,Primary,470,18
Martinique,2015,25+,Primary,474,22.8
Mauritania,2015,25+,Primary,478,17.1
Mauritius,2015,25+,Primary,480,23.6
Mayotte,2015,25+,Primary,175,23.7
Mexico,2015,25+,Primary,484,20.6
Micronesia (Federated States of),2015,25+,Primary,583,9.7
Mongolia,2015,25+,Primary,496,8.9
Montenegro,2015,25+,Primary,499,6.3
Morocco,2015,25+,Primary,504,16.5
Mozambique,2015,25+,Primary,508,5.4
Myanmar,2015,25+,Primary,104,22.6
Namibia,2015,25+,Primary,516,19.9
Nepal,2015,25+,Primary,524,12.8
Netherlands,2015,25+,Primary,528,9.2
New Caledonia,2015,25+,Primary,540,12.8
New Zealand,2015,25+,Primary,554,12.3
Nicaragua,2015,25+,Primary,558,21.4
Niger,2015,25+,Primary,562,7.3
Nigeria,2015,25+,Primary,566,17.5
Norway,2015,25+,Primary,578,0.4
Occupied Palestinian Territory,2015,25+,Primary,275,15.7
Oman,2015,25+,Primary,512,16.5
Pakistan,2015,25+,Primary,586,10
Panama,2015,25+,Primary,591,24.8
Papua New Guinea,2015,25+,Primary,598,33
Paraguay,2015,25+,Primary,600,30.4
Peru,2015,25+,Primary,604,10.5
Philippines,2015,25+,Primary,608,21.8
Poland,2015,25+,Primary,616,0.8
Portugal,2015,25+,Primary,620,12.6
Puerto Rico,2015,25+,Primary,630,7.4
Qatar,2015,25+,Primary,634,20.4
Republic of Korea,2015,25+,Primary,410,9.5
Republic of Moldova,2015,25+,Primary,498,5.8
Reunion,2015,25+,Primary,638,28.1
Romania,2015,25+,Primary,642,8.3
Russian Federation,2015,25+,Primary,643,4.7
Rwanda,2015,25+,Primary,646,14.2
Saint Lucia,2015,25+,Primary,662,39.9
Saint Vincent and the Grenadines,2015,25+,Primary,670,47.7
Samoa,2015,25+,Primary,882,33.7
Sao Tome and Principe,2015,25+,Primary,678,26
Saudi Arabia,2015,25+,Primary,682,15.2
Senegal,2015,25+,Primary,686,17.2
Serbia,2015,25+,Primary,688,6.5
Seychelles,2015,25+,Primary,690,26.7
Sierra Leone,2015,25+,Primary,694,8.7
Singapore,2015,25+,Primary,702,6.6
Slovakia,2015,25+,Primary,703,1
Slovenia,2015,25+,Primary,705,2.8
Solomon Islands,2015,25+,Primary,90,33.2
Somalia,2015,25+,Primary,706,5
South Africa,2015,25+,Primary,710,11
South Sudan,2015,25+,Primary,728,9.7
Spain,2015,25+,Primary,724,13.4
Sri Lanka,2015,25+,Primary,144,11.4
Sudan,2015,25+,Primary,729,4.1
Suriname,2015,25+,Primary,740,26.6
Swaziland,2015,25+,Primary,748,20.9
Sweden,2015,25+,Primary,752,11.4
Switzerland,2015,25+,Primary,756,6.4
Syrian Arab Republic,2015,25+,Primary,760,15.4
Taiwan Province of China,2015,25+,Primary,158,13.6
Tajikistan,2015,25+,Primary,762,1.3
Thailand,2015,25+,Primary,764,45.7
The former Yugoslav Republic of Macedonia,2015,25+,Primary,807,8.9
Timor-Leste,2015,25+,Primary,626,6.2
Togo,2015,25+,Primary,768,22.8
Tonga,2015,25+,Primary,776,18.5
Trinidad and Tobago,2015,25+,Primary,780,19
Tunisia,2015,25+,Primary,788,27.5
Turkey,2015,25+,Primary,792,31.7
Turkmenistan,2015,25+,Primary,795,1.4
Uganda,2015,25+,Primary,800,26.8
Ukraine,2015,25+,Primary,804,3
United Arab Emirates,2015,25+,Primary,784,11.2
United Kingdom of Great Britain and Northern Ireland,2015,25+,Primary,826,0
United Republic of Tanzania,2015,25+,Primary,834,52.8
United States of America,2015,25+,Primary,840,3.2
United States Virgin Islands,2015,25+,Primary,850,45.9
Uruguay,2015,25+,Primary,858,32.4
Uzbekistan,2015,25+,Primary,860,1.5
Vanuatu,2015,25+,Primary,548,30.1
Venezuela (Bolivarian Republic of),2015,25+,Primary,862,15.6
Viet Nam,2015,25+,Primary,704,28.6
Western Sahara,2015,25+,Primary,732,17.5
World,2015,25+,Primary,900,15.2
